276.6364, 301.7275, 136.4688
276.4063, 301.6975, 136.3892
276.1462, 301.6775, 136.3696
276.0063, 301.6675, 136.3698
275.8763, 301.6775, 136.37
275.6063, 301.6975, 136.3904
275.3764, 301.7275, 136.4708
276.8064, 301.9875, 136.4786
276.6565, 302.0375, 136.5288
276.4164, 302.0275, 136.4992
276.1464, 301.9775, 136.4896
275.8665, 301.9775, 136.5
275.5865, 302.0275, 136.5105
275.3565, 302.0475, 136.5308
275.1964, 301.9975, 136.4811
276.947, 301.9075, 136.8483
276.737, 301.9775, 136.8787
276.457, 301.9475, 136.8791
276.147, 301.9175, 136.8496
275.867, 301.9175, 136.85
275.557, 301.9475, 136.8805
275.277, 301.9675, 136.8809
275.057, 301.9175, 136.8413
277.0975, 302.1075, 137.1981
276.8276, 302.1775, 137.2185
276.4875, 302.1875, 137.1991
276.1575, 302.1375, 137.1796
275.8575, 302.1375, 137.18
275.5375, 302.1775, 137.2005
275.1976, 302.1875, 137.2111
274.9276, 302.1075, 137.2015
277.3281, 302.2315, 137.5577
276.9481, 302.3815, 137.5483
276.558, 302.3715, 137.519
276.188, 302.3515, 137.4995
275.838, 302.3515, 137.5001
275.468, 302.3715, 137.5206
275.0681, 302.3715, 137.5513
274.6981, 302.2415, 137.5618
277.4694, 302.2715, 138.4075
277.0294, 302.4415, 138.3882
276.5794, 302.4115, 138.3789
276.1794, 302.3715, 138.3695
275.8394, 302.3715, 138.3701
275.4394, 302.4215, 138.3807
274.9894, 302.4515, 138.3914
274.5494, 302.2615, 138.4121
277.4761, 302.2905, 139.5175
277.0411, 302.4615, 139.5082
276.5981, 302.4485, 139.4989
276.1901, 302.3845, 139.4885
275.8301, 302.3835, 139.4891
275.4221, 302.4415, 139.5007
274.9781, 302.4675, 139.5114
274.5421, 302.2935, 139.5231
277.3926, 301.7935, 140.4267
276.9605, 301.9805, 140.4023
276.5345, 302.0035, 140.357
276.1694, 301.9575, 140.3195
275.8484, 301.9525, 140.3181
275.4825, 302.0015, 140.3506
275.0555, 301.9835, 140.3983
274.6245, 301.8075, 140.423
273.6152, 302.0645, 135.7035
274.0036, 302.2945, 134.6829
274.4328, 302.5545, 134.1622
274.9622, 302.8045, 133.7614
275.5718, 302.8745, 133.5305
276.4618, 302.8745, 133.5291
277.0722, 302.8045, 133.7481
277.6428, 302.5545, 134.1673
278.0636, 302.2945, 134.6766
278.4552, 302.0645, 135.696
278.104, 301.7445, 134.9465
277.7534, 301.4161, 134.513
277.2027, 301.0107, 134.0687
276.5323, 300.7779, 133.8426
275.5223, 300.7878, 133.8341
274.8127, 301.0107, 134.0725
274.3234, 301.4162, 134.5183
273.954, 301.7545, 134.943
278.334, 301.9545, 134.9362
278.3036, 302.1445, 134.6762
273.734, 301.9645, 134.9433
273.7736, 302.1445, 134.6833
78.2188, 0.3371052, 180.2423
73.6504, 180.9169, 180.8185
23.84459, 180.0239, 179.9801
276.0122, 298.5292, 143.6543
276.0161, 301.2945, 142.7198
276.0129, 302.9245, 140.6298
276.0084, 303.2845, 137.7298
276.0147, 302.1745, 135.3798
276.0096, 301.7945, 132.0898
