276.6367, 302.7345, 136.6348
276.4066, 302.7045, 136.5552
276.1465, 302.6845, 136.5256
276.0065, 302.6745, 136.5258
275.8765, 302.6845, 136.526
275.6065, 302.7045, 136.5564
275.3767, 302.7345, 136.6368
276.8069, 302.5615, 136.8046
276.657, 302.6115, 136.8548
276.417, 302.6015, 136.8352
276.147, 302.5415, 136.8256
275.867, 302.5415, 136.826
275.597, 302.5915, 136.8364
275.357, 302.6215, 136.8568
275.2069, 302.5615, 136.807
276.9473, 302.5815, 137.0643
276.7374, 302.6515, 137.0947
276.4574, 302.6215, 137.0951
276.1474, 301.9345, 137.0796
275.8674, 301.9445, 137.08
275.5574, 302.6215, 137.0965
275.2874, 302.6415, 137.1069
275.0573, 302.5915, 137.0673
277.0979, 302.6845, 137.4141
276.8179, 302.7545, 137.4345
276.4879, 301.9945, 137.429
276.1579, 301.9445, 137.4096
275.8579, 301.9445, 137.41
275.5279, 301.9845, 137.4305
275.1979, 302.7645, 137.4371
274.9179, 302.6745, 137.4275
277.3185, 302.8215, 137.8338
276.9485, 302.9715, 137.8143
276.5485, 302.1945, 137.789
276.1784, 302.1845, 137.7795
275.8284, 302.1745, 137.7801
275.4585, 302.1945, 137.7906
275.0585, 302.9615, 137.8173
274.6885, 302.8315, 137.8378
277.4798, 302.8315, 138.6475
277.0298, 303.0115, 138.6282
276.5797, 302.2045, 138.6189
276.1897, 302.1645, 138.6095
275.8397, 302.1645, 138.6101
275.4398, 302.2145, 138.6207
274.9898, 303.0115, 138.6314
274.5498, 302.8215, 138.6521
277.4811, 302.7715, 139.5175
277.0411, 302.9415, 139.5082
276.6011, 302.1645, 139.4989
276.1911, 302.1045, 139.4895
275.8311, 302.0945, 139.4901
275.4211, 302.1545, 139.5007
274.9811, 302.9515, 139.5114
274.5411, 302.7715, 139.5221
277.4026, 302.3315, 140.4276
276.9625, 302.5115, 140.3983
276.5424, 301.7745, 140.359
276.1724, 301.7245, 140.3195
275.8524, 301.7245, 140.32
275.4924, 301.7745, 140.3506
275.0625, 302.5215, 140.4013
274.6325, 302.3415, 140.4219
273.6152, 302.0645, 135.7035
274.0036, 302.2945, 134.6829
274.4328, 302.5545, 134.1622
274.9622, 302.8845, 133.7614
275.5718, 302.8745, 133.5305
276.4618, 302.8745, 133.5291
277.0722, 302.8845, 133.7481
277.6428, 302.5545, 134.1673
278.0636, 302.2945, 134.6766
278.4552, 302.0645, 135.696
278.104, 301.7745, 134.9465
277.7534, 301.5445, 134.5071
277.2027, 301.1445, 134.0579
276.5323, 300.9145, 133.829
275.5223, 300.9245, 133.8206
274.8127, 301.1445, 134.0617
274.3234, 301.5445, 134.5124
273.954, 301.7845, 134.943
278.334, 301.9845, 134.9362
278.3036, 302.1445, 134.6762
273.734, 301.9945, 134.9433
273.7736, 302.1445, 134.6833
78.91535, 0.3580003, 180.2636
73.6504, 180.9169, 180.8185
23.84459, 180.0239, 179.9801
276.0122, 298.5292, 143.6543
276.0161, 301.2945, 142.7198
276.0129, 302.9245, 140.6298
276.0084, 303.2845, 137.7298
276.0147, 302.1745, 135.3798
276.0096, 301.7945, 132.0898
